main_id,st_name,dist,dist_name,start_time,end_time,side,from,to,miles,section,one_way,week_1,week_2,week_3,week_4,week_5,sunday,monday,tuesday,wednesday,thursday,friday,saturday,every_day,year_round,north_end_pilot,timestamp,parent,losta,hista
1,Ackley Pl,2,Jamaica Plain,08:00,12:00,Even,Washington St,Dead End,0.0455,,f,f,t,f,t,f,f,t,f,f,f,f,t,f,f,f,2018-06-26 13:43:55+00,ACKLE1,0,240
2,Arcadia Park,3,North Dorchester,08:00,12:00,Even,Draper St,Ditson St,0.0835,,f,f,t,f,t,f,f,f,f,t,f,f,f,f,f,f,2014-06-19 13:15:28+00,ARCAD1,0,441
3,Ashcroft St,2,Jamaica Plain,08:00,12:00,Odd,Perkins St,Moraine St,0.1015,,f,t,f,t,f,f,f,f,f,t,f,f,f,f,f,f,2012-02-14 13:36:32+00,ASHCR1,0,536
4,Boylston St,1B,Back Bay,00:01,07:00,,Tremont St,Charles St,0.1519,,f,t,t,t,t,t,t,t,t,t,t,t,t,t,t,f,2012-02-29 15:06:53+00,BOYLS6,525,1327
5,Chestnut St,1H,Beacon Hill,08:00,12:00,Even,Walnut St,Charles St,0.2008,,f,f,t,f,t,f,f,f,f,f,f,t,f,f,f,t,2012-02-14 13:36:32+00,CHEST10,0,1060
6,Blackwood St,1B,Back Bay,08:00,12:00,Even,St Botolph St,Dead End,0.0517,,f,f,t,f,t,f,f,f,f,f,f,t,f,f,f,f,2012-02-14 13:36:32+00,BLACK4,0,273
7,Bucknam St,10M,Mission Hill,12:00,16:00,Odd,Lawn St,Fisher Ave,0.0803,,f,t,f,t,f,f,f,f,f,t,f,f,f,f,f,f,2018-09-24 17:15:05+00,BUCKN1,0,424
8,Acadia St,5,South Boston,09:00,13:00,Even,East First St,East Second St,0.0568,,f,t,f,t,f,f,f,f,f,f,f,t,f,f,f,f,2012-02-14 13:36:32+00,ACADI1,0,300
9,Acadia St,5,South Boston,09:00,13:00,Odd,East First St,East Second St,0.0568,,f,f,t,f,t,f,f,f,f,f,f,t,f,f,f,f,2012-02-14 13:36:32+00,ACADI1,0,300
10,Allston St,7,South Dorchester,12:00,16:00,Odd,Centre St,Melville Ave,0.1955,,f,t,f,t,f,f,f,f,f,t,f,f,f,f,f,f,2012-02-14 13:36:32+00,ALLST3,0,1032
12,Abbotsford St,10R,Roxbury,08:00,12:00,Odd,Walnut Ave,Harold St,0.1210,,f,t,f,t,f,f,f,f,f,f,f,t,f,f,f,f,2012-02-14 13:36:32+00,ABBOT1,0,639
13,Brooks St,9,East Boston,12:00,16:00,Even,Cheslea St,Princeton St,0.2093,,f,t,f,t,f,f,f,f,f,t,f,f,f,f,f,f,2015-04-07 19:16:28+00,BROOK12,222,1327
15,Bullard St,3,North Dorchester,12:00,16:00,Odd,Bowdoin St,Bowdoin Ave,0.1991,,f,t,f,t,f,f,f,f,f,t,f,f,f,f,f,f,2013-06-13 20:07:42+00,BULLA1,0,1051
16,Centre St,7,South Dorchester,08:00,12:00,Even,Talbot Ave,Dorchester Ave,0.5405,,f,f,t,f,t,f,f,f,f,t,f,f,f,f,f,f,2012-02-14 13:36:32+00,CENTR7,0,2854
17,Appleton St,1S,South End,12:00,16:00,Odd,Tremont St,West Canton St,0.3938,,f,t,f,t,f,t,f,f,f,t,f,f,f,f,f,t,2012-02-14 13:36:32+00,APPLE1,0,2079
18,Boylston St,2,Jamaica Plain,08:00,12:00,Odd,Lamartine St,Washington St,0.3515,,f,t,f,t,f,f,f,t,f,f,f,f,f,f,f,f,2012-02-14 13:36:32+00,BOYLS2,2084,3940
19,Ames St,7,South Dorchester,08:00,12:00,Odd,Westview St,Dead End,0.3042,,f,t,f,t,f,f,f,f,f,f,f,t,f,f,f,f,2012-02-14 13:36:32+00,AMES 1,0,1606
20,Caryll St,7,South Dorchester,12:00,16:00,Odd,Morton St,Maryknoll St,0.1705,,f,t,f,t,f,f,f,f,f,f,t,f,f,f,f,f,2012-02-14 13:36:32+00,CARYL1,0,900
22,Braemore Rd,4,Allston/Brighton,12:00,16:00,Odd,Commonwealth Ave,Chiswick Rd,0.0943,,f,t,f,t,f,f,f,f,f,t,f,f,f,f,f,f,2012-02-14 13:36:32+00,BRAEM1,0,498
23,Chatham St,1F,Downtown,00:01,07:00,,Merchants Row,Commercial St,0.1047,,t,t,t,t,t,t,t,t,t,t,t,t,t,t,t,f,2012-02-29 15:06:53+00,CHATH1,0,553
24,Bismarck St,2,Jamaica Plain,08:00,12:00,Even,Boylston St,Porter St,0.0379,,f,f,t,f,t,f,f,t,f,f,f,f,f,f,f,f,2012-02-14 13:36:32+00,BISMA1,0,200
25,Chestnut Ave,2,Jamaica Plain,12:00,16:00,Even,Centre St,Mozart St,0.2350,,f,f,t,f,t,f,f,f,t,f,f,f,f,f,f,f,2017-04-11 15:41:32+00,CHEST5,0,1241
26,Central St,1F,Downtown,00:01,07:00,,India St,Dead End,0.0795,,t,t,t,t,t,t,t,t,t,t,t,t,t,t,t,f,2012-02-29 15:06:53+00,CENTR2,176,596
27,Bradeen St,2,Jamaica Plain,12:00,16:00,Odd,Washington St,Dead End,0.1848,,f,t,f,t,f,f,f,f,f,f,t,f,f,f,f,f,2012-02-14 13:36:32+00,BRADE1,0,976
28,Amory St,10R,Roxbury,08:00,12:00,Even,Dimock St,School St,0.1930,,f,t,f,t,f,f,f,f,f,f,f,t,f,f,f,f,2016-10-07 16:50:50+00,AMORY2,900,1919
29,Chiswick Rd,4,Allston/Brighton,08:00,12:00,Even,Chestnut Hill Ave,Dead End,0.1438,,f,f,t,f,t,f,f,f,f,f,f,t,f,f,f,f,2012-02-14 13:36:32+00,CHISW1,2324,3083
30,Bunker Hill St,1C,Charlestown,08:00,12:00,Even,Moulton St,Medford St,0.9085,,f,t,t,t,t,t,f,f,f,f,f,t,f,f,f,f,2014-04-01 13:11:27+00,BUNKE1,364,5161
31,Bluefield Ter,7,South Dorchester,12:00,16:00,Even,Gladeside Ave,Ridgeview Ave,0.1117,,f,f,t,f,t,f,f,f,f,f,t,f,f,f,f,f,2012-02-14 13:36:32+00,BLUEF1,0,590
32,Ceylon St,3,North Dorchester,12:00,16:00,Even,Quincy St,Columbia Rd,0.1769,,f,f,t,f,t,f,f,f,f,f,f,t,f,f,f,f,2012-02-29 15:06:53+00,CEYLO1,429,1363
33,Chestnut St,1H,Beacon Hill,08:00,12:00,Even,Charles St,David G Mugar Way,0.1627,,f,f,t,f,t,f,f,f,f,f,t,f,f,f,f,t,2012-02-14 13:36:32+00,CHEST10,1060,1919
34,Bennett St,4,Allston/Brighton,12:00,16:00,Odd,Market St,South Hobbart St,0.3021,,f,t,f,t,f,f,f,f,t,f,f,f,f,f,f,f,2012-02-14 13:36:32+00,BENNE1,0,1595
35,Brunswick St,3,North Dorchester,12:00,16:00,Odd,Blue Hill Ave,Normandy St,0.1273,,f,t,f,t,f,f,f,f,f,t,f,f,f,f,f,f,2013-06-13 19:58:10+00,BRUNS1,815,1487
36,Bremen St,9,East Boston,12:00,16:00,Even,Sumner St,Porter St,0.3470,,f,f,t,f,t,f,f,f,f,f,t,f,f,f,f,f,2012-02-14 13:36:32+00,BREME1,0,1832
37,Charles St,3,North Dorchester,08:00,12:00,Even,Dorchester Ave,Geneva Ave,0.2737,,f,f,t,f,t,f,f,f,f,t,f,f,f,f,f,f,2013-06-13 19:26:45+00,CHARL9,0,1445
38,Charles St,3,North Dorchester,08:00,12:00,Odd,Dorchester Ave,Geneva Ave,0.2737,,f,t,f,t,f,f,f,f,f,t,f,f,f,f,f,f,2013-06-13 19:26:36+00,CHARL9,0,1445
39,Abbotsford St,10R,Roxbury,08:00,12:00,Even,Walnut Ave,Harold St,0.1210,,f,f,t,f,t,f,f,f,f,f,f,t,f,f,f,f,2012-02-14 13:36:32+00,ABBOT1,0,639
40,Anderson St,1H,Beacon Hill,08:00,12:00,Odd,Cambridge St,Myrtle St,0.1252,,f,t,f,t,f,t,f,t,f,f,f,f,f,f,f,t,2014-04-01 00:06:59+00,ANDER1,0,661
41,Clearwater Dr,7,South Dorchester,12:00,16:00,Odd,Morton St,Maryknoll St,0.2354,,f,t,f,t,f,f,f,f,f,f,t,f,f,f,f,f,2012-02-14 13:36:32+00,CLEAR1,0,1243
42,Bluefield Ter,7,South Dorchester,12:00,16:00,Odd,Gladeside Ave,Ridgeview Ave,0.1117,,f,t,f,t,f,f,f,f,f,f,t,f,f,f,f,f,2012-02-14 13:36:32+00,BLUEF1,0,590
43,Beaver St,1H,Beacon Hill,08:00,12:00,Odd,Beacon St,Beaver Pl,0.0373,,f,t,f,t,f,t,f,f,f,f,t,f,f,f,f,t,2014-04-02 17:29:13+00,BEAVE3,0,197
44,Arlington Ave,1C,Charlestown,08:00,12:00,Even,Alford St,Somerville Town Line,0.1898,,f,f,t,f,t,f,f,f,f,f,t,f,f,f,f,f,2012-02-14 13:36:32+00,ARLIN2,0,1002
45,Bedford St,1T,Chinatown,00:01,07:00,,Chauncy St,Summer St,0.1432,,f,t,t,t,t,t,t,t,t,t,t,t,t,t,t,f,2012-02-29 15:06:53+00,BEDFO1,0,756
46,Charlame St,10R,Roxbury,12:00,16:00,Odd,Laurel St,Dead End,0.1182,,f,t,f,t,f,f,f,f,t,f,f,f,f,f,f,f,2012-02-29 15:06:53+00,CHARL2,0,624
47,Belvidere St,1B,Back Bay,12:00,16:00,Even,Massachusetts Ave,Dalton St,0.1525,,t,f,t,f,t,f,f,t,f,f,f,f,f,f,f,f,2022-07-25 12:40:39+00,BELVI1,0,805
48,Bennett St,4,Allston/Brighton,08:00,12:00,Odd,Market St,Oakland St,0.4112,,f,t,f,t,f,f,f,f,t,f,f,f,f,f,f,f,2012-02-14 13:36:32+00,BENNE1,0,2171
49,Charles St,M,Multiple,02:00,07:00,Odd,Boylston St,Nashua St,1.0884,,t,t,t,t,t,t,f,f,t,f,f,f,f,f,t,f,2016-04-11 14:13:58+00,CHARL10,0,5747
50,Calumet St,10M,Mission Hill,12:00,16:00,Odd,Tremont St,Parker Hill Ave,0.5669,,f,t,f,t,f,f,f,f,f,t,f,f,f,f,f,f,2022-10-14 19:24:17+00,CALUM1,0,2993
51,Atlantic Ave,1F,Downtown,00:01,07:00,,State St,Milk St,0.0604,,f,t,t,t,t,t,t,t,t,t,t,t,t,t,t,f,2012-02-29 15:06:53+00,ATLAN1,1756,2075
52,Boylston St,1B,Back Bay,00:01,07:00,Odd,Arlington St,Hereford St,0.7949,,f,t,t,t,t,t,t,t,t,t,t,t,t,t,t,f,2012-02-14 13:36:32+00,BOYLS6,2219,6416
53,Chelsea St,9,East Boston,08:00,12:00,Odd,Porter St,Prescott St,0.4913,,f,t,f,t,f,f,f,f,f,f,f,t,f,f,f,f,2015-04-07 19:19:33+00,CHELS1,1323,3917
54,Aspinwall Rd,7,South Dorchester,12:00,16:00,Odd,Washington St,Talbot Ave,0.1837,,f,t,f,t,f,f,f,f,f,t,f,f,f,f,f,f,2012-02-14 13:36:32+00,ASPIN1,0,970
55,Carson St,3,North Dorchester,08:00,12:00,Even,Crescent Ave,Sydney St,0.1138,,f,f,t,f,t,f,f,t,f,f,f,f,f,f,f,f,2012-02-14 13:36:32+00,CARSO1,0,601
56,Blakeville St,3,North Dorchester,12:00,16:00,Odd,Bowdoin St,Olney St,0.1235,,f,t,f,t,f,f,f,f,f,t,f,f,f,f,f,f,2013-06-13 19:47:35+00,BLAKE3,0,652
57,Cambria St,1B,Back Bay,00:01,07:00,,Boylston St,Dead End,0.1025,,t,t,t,t,t,t,t,t,t,t,t,t,t,t,t,f,2012-02-29 15:06:53+00,CAMBR1,0,541
58,A St,5,South Boston,09:00,13:00,Even,Melcher St,Congress St,0.1030,,f,f,t,f,t,f,f,f,t,f,f,f,f,f,f,f,2018-03-23 17:30:42+00,A ST 1,3763,4307
59,Chelsea St,9,East Boston,12:00,16:00,Even,Maverick St,Porter St,0.2506,,f,f,t,f,t,f,f,f,f,f,t,f,f,f,f,f,2015-04-06 13:58:13+00,CHELS1,0,1323
60,Alaska St,10R,Roxbury,08:00,12:00,Odd,Perrin St,Blue Hill Ave,0.1119,,f,t,f,t,f,f,f,f,t,f,f,f,f,f,f,f,2012-02-14 13:36:32+00,ALASK1,0,591
61,Blue Hill Ave,10R,Roxbury,00:01,07:00,,Dudley St,Blue Hill Ave,1.1797,,t,t,t,t,t,t,t,t,t,t,t,t,t,t,t,f,2012-02-29 15:06:53+00,BLUE 3,0,6229
62,Adams St,1C,Charlestown,08:00,12:00,Odd,Winthrop St,Lowney Way,0.1222,,f,t,f,t,f,f,f,f,f,t,f,f,f,f,f,f,2012-02-14 13:36:32+00,ADAMS9,0,645
63,Charlesgate East,99,DCR,12:00,15:00,,Dead End,Back St,0.0203,,f,f,t,f,f,f,f,f,f,f,f,t,f,f,f,f,2012-02-29 15:06:53+00,CHARL21,0,107
64,Calumet St,10M,Mission Hill,12:00,16:00,Even,Tremont St,Parker Hill Ave,0.5669,,f,f,t,f,t,f,f,f,f,t,f,f,f,f,f,f,2015-07-20 19:01:54+00,CALUM1,0,2993
65,Arborcrest Ter,7,South Dorchester,12:00,16:00,Even,Gladeside Ave,Ridgeview Ave,0.0922,,f,f,t,f,t,f,f,f,f,f,t,f,f,f,f,f,2012-02-14 13:36:32+00,ARBOR1,0,487
66,Castle Rock St,3,North Dorchester,12:00,16:00,Even,Grampian Way,Caspian Way,0.0741,,f,f,t,f,t,f,f,t,f,f,f,f,f,f,f,f,2013-06-13 20:20:22+00,CASTL2,0,391
67,Armstrong St,2,Jamaica Plain,12:00,16:00,Odd,Chestnut Ave,Mozart St,0.1049,,f,t,f,t,f,f,f,f,t,f,f,f,f,f,f,f,2017-07-11 15:17:27+00,ARMST1,0,554
68,Chaucer St,9,East Boston,12:00,16:00,Odd,Curtis St,Moore St,0.1127,,f,t,f,t,f,f,f,f,f,f,f,t,f,f,f,f,2012-02-14 13:36:32+00,CHAUC1,0,595
69,Bloomfield St,3,North Dorchester,12:00,16:00,Even,Geneva Ave,Greenbrier St,0.3032,,f,f,t,f,t,f,f,f,t,f,f,f,f,f,f,f,2012-02-14 13:36:32+00,BLOOM1,0,1601
70,Carlos St,7,South Dorchester,08:00,12:00,Even,Woodrow Ave,Callender St,0.0653,,f,f,t,f,t,f,f,f,f,f,f,t,f,f,f,f,2012-02-14 13:36:32+00,CARLO1,0,345
71,Adams St,7,South Dorchester,08:00,12:00,Odd,Dorchester Ave,Park St,0.1739,,f,t,f,t,f,f,f,f,f,f,t,f,f,f,f,f,2012-02-14 13:36:32+00,ADAMS1,2982,3900
72,Brighton St,1C,Charlestown,08:00,12:00,Odd,Dead End,Caldwell St,0.0377,,f,t,f,t,f,f,f,f,f,f,t,f,f,f,f,f,2012-02-14 13:36:32+00,BRIGH5,0,199
73,Columbus Ave,M,Multiple,05:00,07:00,Odd,Tremont St,Boylston St,0.1903,,f,t,f,t,f,f,f,f,f,f,f,t,f,f,f,f,2017-03-31 19:09:05+00,BERKE1,1370,2375
74,Berkeley St,1B,Back Bay,12:00,16:00,Even,Tremont St,Columbus Ave,0.2595,,f,f,t,f,t,f,f,f,f,t,f,f,f,f,f,f,2017-09-08 13:00:14+00,BERKE1,0,1370
75,Chilcott Pl,2,Jamaica Plain,12:00,16:00,Odd,Washington St,Dead End,0.0953,,f,t,f,t,f,f,f,t,f,f,f,f,f,f,f,f,2017-04-12 18:49:58+00,CHILC1,0,503
76,Caspian Way,3,North Dorchester,12:00,16:00,Odd,Castle Rock St,Dead End,0.0595,,f,t,f,t,f,f,f,f,f,f,t,f,f,f,f,f,2012-02-14 13:36:32+00,CASPI1,225,539
77,Adams St,3,North Dorchester,08:00,12:00,Odd,Bowdoin St,Leedsville St,0.3045,,f,t,f,t,f,f,f,f,f,f,t,f,f,f,f,f,2012-02-14 13:36:32+00,ADAMS1,195,1803
78,Ashmont St,7,South Dorchester,08:00,12:00,Even,Dorchester Ave,Adams St,0.4924,,f,f,t,f,t,f,f,t,f,f,f,f,f,f,f,f,2012-02-14 13:36:32+00,ASHMO3,1897,4497
79,Alpha Rd,7,South Dorchester,08:00,12:00,Odd,Waldeck St,Park St,0.1830,,f,t,f,t,f,f,f,f,f,t,f,f,f,f,f,f,2012-02-14 13:36:32+00,ALPHA1,0,966
80,Cambridge St,1F,Downtown,00:01,07:00,Odd Side Median,Tremont St,Charles St,0.6089,,f,t,t,t,t,t,t,t,t,t,t,t,t,t,t,f,2012-02-29 15:06:53+00,CAMBR6,0,3215
81,Circuit St,10R,Roxbury,12:00,16:00,Odd,Walnut Ave,Washington St,0.3496,,f,t,f,t,f,f,f,f,t,f,f,f,f,f,f,f,2012-02-29 15:06:53+00,CIRCU1,0,1846
82,Brook Marshall Rd,10R,Roxbury,08:00,12:00,Odd,Raynor Cir,Sojourner Truth Ct,0.0938,,f,t,f,t,f,f,f,f,f,t,f,f,f,f,f,f,2012-02-29 15:06:53+00,BROOK4,273,768
83,Cherokee St,10M,Mission Hill,12:00,16:00,Even,Hillside St,Pontiac St,0.1241,,f,f,t,f,t,f,f,f,f,t,f,f,f,f,f,f,2015-04-23 13:47:34+00,CHERO1,0,655
84,Brainerd Rd,4,Allston/Brighton,08:00,12:00,Odd,Gorham St,Kelton St,0.2216,,f,t,f,t,f,f,f,f,f,f,t,f,f,f,f,f,2012-02-14 13:36:32+00,BRAIN2,690,1860
85,Boylston St,2,Jamaica Plain,08:00,12:00,Odd,Centre St,Lamartine St,0.3947,,f,t,f,t,f,f,f,t,f,f,f,f,f,f,f,f,2012-02-14 13:36:32+00,BOYLS2,0,2084
86,Carter St,1C,Charlestown,08:00,12:00,Odd,Cambridge St,Roland St,0.0403,,f,t,f,t,f,f,f,f,f,f,t,f,f,f,f,f,2012-02-14 13:36:32+00,CARTE1,0,213
87,Bradeen St,2,Jamaica Plain,12:00,16:00,Even,Washington St,Dead End,0.1848,,f,f,t,f,t,f,f,f,f,f,t,f,f,f,f,f,2012-02-14 13:36:32+00,BRADE1,0,976
88,Belmont St,1C,Charlestown,08:00,12:00,Even,Bunker Hill St,Medford St,0.1218,,f,f,t,f,t,f,f,f,f,f,t,f,f,f,f,f,2012-02-14 13:36:32+00,BELMO1,0,643
89,Aspen St,10R,Roxbury,08:00,12:00,Odd,Montrose St,Copeland St,0.0688,,f,t,f,t,f,f,f,f,t,f,f,f,f,f,f,f,2012-02-14 13:36:32+00,ASPEN1,0,363
90,Chappie St,1C,Charlestown,08:00,12:00,Odd,Bunker Hill St,Medford St,0.1059,,f,f,t,f,t,f,f,f,f,f,t,f,f,f,f,f,2012-02-14 13:36:32+00,CHAPP1,0,559
91,Causeway St,1W,West End,00:01,07:00,,Merrimac St,North Washington St,0.3284,,f,t,t,t,t,t,t,t,t,t,t,t,t,t,t,f,2012-02-29 15:06:53+00,CAUSE1,0,1734
92,Chiswick Rd,4,Allston/Brighton,12:00,16:00,Odd,Chestnut Hill Ave,Dead End,0.1438,,f,t,f,t,f,f,f,f,f,f,f,t,f,f,f,f,2012-02-14 13:36:32+00,CHISW1,2324,3083
93,Charles Street South,1B,Back Bay,00:01,07:00,Even,Tremont St,Boylston St,0.2659,,f,t,t,t,t,t,t,t,t,t,t,t,t,t,t,f,2012-02-14 13:36:32+00,CHARL11,0,1404
94,Bexley Rd,2,Jamaica Plain,08:00,12:00,Even,Washington St,Florence St,0.1581,,f,f,t,f,t,f,f,f,f,f,t,f,f,f,f,f,2012-02-14 13:36:32+00,BEXLE1,0,835
95,Clarendon St,1B,Back Bay,06:00,08:00,Even,Commonwealth Ave,Beacon St,0.1432,,f,f,t,f,t,f,f,f,f,t,f,f,f,f,f,f,2012-02-14 13:36:32+00,CLARE5,3271,4027
96,Bruce St,7,South Dorchester,08:00,12:00,Odd,Ashmont St,Wrentham St,0.1000,,f,t,f,t,f,f,f,t,f,f,f,f,f,f,f,f,2012-02-14 13:36:32+00,BRUCE1,0,528
97,Briarcliff Ter,7,South Dorchester,12:00,16:00,Even,Gladeside Ave,Ridgeview Ave,0.0934,,f,f,t,f,t,f,f,f,f,f,t,f,f,f,f,f,2012-02-14 13:36:32+00,BRIAR1,0,493
98,Brainerd Rd,4,Allston/Brighton,12:00,16:00,Odd,Harvard Ave,Harvard Ave,0.0000,,f,t,f,t,f,f,f,f,f,f,t,f,f,f,f,f,2012-02-14 13:36:32+00,BRAIN2,0,0
99,Ardee St,9,East Boston,08:00,12:00,Odd,Everett St,Maverick St,0.0472,,f,t,f,t,f,f,f,f,f,f,t,f,f,f,f,f,2012-02-14 13:36:32+00,ARDEE1,0,249
100,Cameron St,3,North Dorchester,08:00,12:00,Odd,Hancock St,Dead End,0.1047,,f,t,f,t,f,f,f,f,f,f,t,f,f,f,f,f,2012-02-14 13:36:32+00,CAMER1,0,553
101,Chiswick Rd,4,Allston/Brighton,12:00,16:00,Even,Englewood Ave,Chestnut Hill Ave,0.4402,,f,f,t,f,t,f,f,f,f,t,f,f,f,f,f,f,2012-02-14 13:36:32+00,CHISW1,0,2324
102,Bond St,1S,South End,08:00,12:00,Even,Milford St,Hanson St,0.0417,,f,f,t,f,t,f,f,f,f,f,t,f,f,f,f,t,2012-02-14 13:36:32+00,BOND 1,0,220
104,Blue Hill Ave,7,South Dorchester,00:00,07:00,Median,Morton St,River St,1.1542,,t,t,t,t,t,t,f,f,t,f,f,f,f,f,t,f,2016-04-11 14:23:14+00,BLUE 1,9549,15643
105,Clementine Park,7,South Dorchester,08:00,12:00,Odd,Centre St,Dayton St,0.0845,,f,t,f,t,f,f,f,f,f,t,f,f,f,f,f,f,2012-02-14 13:36:32+00,CLEME2,0,446
106,Cedar St,7,South Dorchester,12:00,16:00,Odd,River St,Temple St,0.1947,,f,t,f,t,f,f,f,f,f,f,t,f,f,f,f,f,2012-02-14 13:36:32+00,CEDAR3,0,1028
107,Durham St,1B,Back Bay,08:00,12:00,Odd,St Botolph St,Dead End,0.0502,,f,t,f,t,f,f,f,f,f,f,f,t,f,f,f,f,2012-02-14 13:36:32+00,DURHA1,0,265
108,Bunker Hill St,1C,Charlestown,08:00,12:00,Odd,Lowney Way,Medford St,0.9775,,f,t,t,t,t,t,f,f,f,f,t,f,f,f,f,f,2012-02-14 13:36:32+00,BUNKE1,0,5161
109,Bowdoin Ave,3,North Dorchester,12:00,16:00,Odd,Eldon St,Nottingham St,0.3093,,f,t,f,t,f,f,f,f,f,t,f,f,f,f,f,f,2015-04-01 18:54:37+00,BOWDO1,0,1633
110,Circuit St,10R,Roxbury,12:00,16:00,Even,Walnut Ave,Washington St,0.3496,,f,f,t,f,t,f,f,f,t,f,f,f,f,f,f,f,2012-02-29 15:06:53+00,CIRCU1,0,1846
111,Brookledge St,10R,Roxbury,08:00,12:00,Even,Humboldt Ave,Elm Hill Ave,0.2225,,f,f,t,f,t,f,f,f,f,f,f,t,f,f,f,f,2012-02-14 13:36:32+00,BROOK8,0,1175
112,Bolton St,5,South Boston,09:00,13:00,Both,D St,Dorchester St,0.3598,,f,t,f,t,f,f,f,f,f,f,f,t,f,f,f,f,2012-02-14 13:36:32+00,BOLTO1,1104,3004
113,Chester St,4,Allston/Brighton,08:00,12:00,Odd,Brighton Av,Ashford St,0.1413,,f,t,f,t,f,f,f,t,f,f,f,f,f,f,f,f,2012-02-14 13:36:32+00,CHEST1,672,1418
114,Bird St,3,North Dorchester,12:00,16:00,Odd,Columbia Rd,Dead End,0.2212,,f,t,f,t,f,f,f,f,f,f,t,f,f,f,f,f,2014-04-02 16:12:33+00,BIRD 1,426,1594
115,Atkinson St,3,North Dorchester,00:01,07:00,,Southampton St,Topeka St,0.2271,,f,t,t,t,t,t,t,t,t,t,t,t,t,t,t,f,2012-02-29 15:06:53+00,ATKIN2,0,1199
116,Bynner St,2,Jamaica Plain,12:00,16:00,Even,Creighton St,South Huntington Ave,0.2144,,f,f,t,f,t,f,f,f,t,f,f,f,f,f,f,f,2016-05-31 14:48:25+00,BYNNE1,0,1132
117,Brainerd Rd,4,Allston/Brighton,12:00,16:00,Even,Harvard Ave,Gorham St,0.1307,,f,f,t,f,t,f,f,f,f,f,t,f,f,f,f,f,2012-02-14 13:36:32+00,BRAIN2,0,690
118,Chase St,3,North Dorchester,12:00,16:00,Odd,Willis St,East Cottage St,0.0634,,f,t,f,t,f,f,f,f,f,f,f,t,f,f,f,f,2012-02-14 13:36:32+00,CHASE1,0,335
119,Blakeville St,3,North Dorchester,12:00,16:00,Even,Bowdoin St,Olney St,0.1235,,f,f,t,f,t,f,f,f,f,t,f,f,f,f,f,f,2013-06-13 19:47:28+00,BLAKE3,0,652
120,Caddy Rd,7,South Dorchester,12:00,16:00,Even,Sanford St,Monson St,0.0794,,f,f,t,f,t,f,f,f,f,f,t,f,f,f,f,f,2012-02-14 13:36:32+00,CADDY1,0,419
121,Bentham Rd,3,North Dorchester,08:00,12:00,Odd,Draper St,Mount Ida Rd,0.0561,,f,t,f,t,f,f,f,f,f,f,t,f,f,f,f,f,2012-02-14 13:36:32+00,BENTH1,0,296
122,Bennett St,4,Allston/Brighton,08:00,12:00,Even,Market St,Oakland St,0.4112,,f,f,t,f,t,f,f,f,t,f,f,f,f,f,f,f,2012-02-14 13:36:32+00,BENNE1,0,2171
123,Ashton St,7,South Dorchester,08:00,12:00,Even,Callender St,Woodrow Ave,0.2080,,f,f,t,f,t,f,f,f,f,f,f,t,f,f,f,f,2012-02-14 13:36:32+00,ASHTO1,0,1098
124,Clifford St,10R,Roxbury,08:00,12:00,Even,Warren St,Blue Hill Ave,0.2313,,f,t,f,t,f,f,f,f,t,f,f,f,f,f,f,f,2016-11-15 14:24:56+00,CLIFF2,0,1221
125,Boston St,5,South Boston,09:00,13:00,Odd,Dorchester Ave,Songin Father Anthony Way,0.1057,,f,t,f,t,f,f,f,f,t,f,f,f,f,f,f,f,2019-03-15 13:16:45+00,BOSTO1,0,558
126,Brent St,7,South Dorchester,08:00,12:00,Even,Washington St,Melbourne St,0.2981,,f,f,t,f,t,f,f,f,f,t,f,f,f,f,f,f,2012-02-14 13:36:32+00,BRENT1,0,1574
127,Brackett St,4,Allston/Brighton,08:00,12:00,Even,Washington St,Faneuil St,0.1229,,f,f,t,f,t,f,f,f,t,f,f,f,f,f,f,f,2012-02-14 13:36:32+00,BRACK1,0,649
128,Clarkson St,3,North Dorchester,08:00,12:00,Even,Hendry St,Quincy St,0.0602,,f,f,t,f,t,f,f,f,f,f,t,f,f,f,f,f,2012-02-14 13:36:32+00,CLARK3,0,318
129,Auburn St,1C,Charlestown,12:00,16:00,Odd,Main St,Bunker Hill St,0.1320,,f,t,f,t,f,f,f,f,f,f,f,t,f,f,f,f,2012-02-14 13:36:32+00,AUBUR1,0,697
130,Bennett St,4,Allston/Brighton,12:00,16:00,Even,Market St,South Hobbart St,0.3021,,f,f,t,f,t,f,f,f,t,f,f,f,f,f,f,f,2012-02-14 13:36:32+00,BENNE1,0,1595
131,Clarkwood St,7,South Dorchester,12:00,16:00,Even,Blue Hill Ave,Norfolk St,0.1975,,f,f,t,f,t,f,f,f,f,f,t,f,f,f,f,f,2012-02-14 13:36:32+00,CLARK4,0,1043
132,Auckland St,3,North Dorchester,08:00,12:00,Even,Savin Hill Ave,Dead End,0.2811,,f,f,t,f,t,f,f,t,f,f,f,f,f,f,f,f,2014-04-01 12:38:14+00,AUCKL1,863,2347
133,Albion Pl,1C,Charlestown,12:00,16:00,Even,Main St,Auburn Sq,0.0725,,f,t,f,t,f,f,f,f,f,f,f,t,f,f,f,f,2012-02-14 13:36:32+00,ALBIO1,0,383
134,Auckland St,3,North Dorchester,08:00,12:00,Odd,Savin Hill Ave,Dead End,0.2811,,f,t,f,t,f,f,f,t,f,f,f,f,f,f,f,f,2014-04-01 12:38:08+00,AUCKL1,863,2347
