main_id,st_name,dist,dist_name,start_time,end_time,side,from,to,miles,section,one_way,week_1,week_2,week_3,week_4,week_5,sunday,monday,tuesday,wednesday,thursday,friday,saturday,every_day,year_round,north_end_pilot,timestamp,parent,losta,hista
781,Dorchester St,5,South Boston,13:00,17:00,Even,East First St,West Broadway,0.2456,,f,t,t,t,t,t,f,f,f,f,f,t,f,f,f,f,2012-02-14 13:36:32+00,DORCH3,0,1297
782,Dorchester Ave,M,Multiple,00:01,07:00,Even,Summer St,Von Hillern St,1.8244,,t,t,t,t,t,t,f,f,t,f,f,f,f,f,t,f,2012-02-29 15:06:53+00,DORCH1,0,9633
783,Dorchester Ave,1F,Downtown,00:01,07:00,,Congress St,Dorchester Ave,0.0752,,f,t,t,t,t,t,t,t,t,t,t,t,t,t,t,f,2012-02-29 15:06:53+00,DORCH2,0,397
786,Franklin St,1F,Downtown,00:01,07:00,,Washington St,Hawley St,0.0509,,t,t,t,t,t,t,t,t,t,t,t,t,t,t,t,f,2012-02-29 15:06:53+00,FRANK8,0,269
787,Forest St,10R,Roxbury,08:00,12:00,Odd,Mt Pleasant Ave,Mt Pleasant Ave,0.2693,,f,t,f,t,f,f,f,f,t,f,f,f,f,f,f,f,2012-02-14 13:36:32+00,FORES2,0,1422
788,Dorchester Ave,M,Multiple,00:01,07:00,Odd Side Median,Congress St,Dorchester Ave,0.0752,,f,t,t,t,t,t,f,f,f,t,f,f,f,f,t,f,2012-02-29 15:06:53+00,DORCH2,0,397
789,Father Francis J Gilday St,1S,South End,12:00,16:00,Even,East Concord St,East Newton St,0.0953,,f,f,t,f,t,f,f,f,f,f,t,f,f,f,f,t,2023-03-10 13:29:46+00,FATHE3,0,503
790,Doris St,3,North Dorchester,08:00,12:00,Even,Auckland St,Dorchester Ave,0.0625,,f,f,t,f,t,f,f,t,f,f,f,f,f,f,f,f,2012-02-14 13:36:32+00,DORIS1,0,330
791,Frederick St,5,South Boston,13:00,17:00,Odd,West Ninth St,Lark St,0.0583,,f,f,t,f,t,f,f,f,f,f,f,t,f,f,f,f,2012-02-14 13:36:32+00,FREDE1,0,308
792,Foster St,1N,North End,08:00,12:00,Even,Charter St,Commercial St,0.0485,,f,f,t,f,t,f,f,f,f,f,f,t,f,f,f,t,2019-07-01 14:33:07+00,FOSTE3,0,256
793,Farrington Ave,4,Allston/Brighton,08:00,12:00,Odd,Harvard Ave,Linden St,0.1040,,f,t,f,t,f,f,f,t,f,f,f,f,f,f,f,f,2012-02-14 13:36:32+00,FARRI2,0,549
794,Doris St,3,North Dorchester,08:00,12:00,Odd,Auckland St,Dorchester Ave,0.0625,,f,t,f,t,f,f,f,t,f,f,f,f,f,f,f,f,2012-02-14 13:36:32+00,DORIS1,0,330
795,Doris St,3,North Dorchester,12:00,16:00,Even,Dorchester Ave,Treadway Rd,0.0583,,f,f,t,f,t,f,f,f,f,f,f,t,f,f,f,f,2012-02-14 13:36:32+00,DORIS1,330,638
796,Doris St,3,North Dorchester,12:00,16:00,Odd,Dorchester Ave,Treadway Rd,0.0583,,f,t,f,t,f,f,f,f,f,f,f,t,f,f,f,f,2012-02-14 13:36:32+00,DORIS1,330,638
797,Dorr St,10R,Roxbury,08:00,12:00,Even,Highland St,Lambert Ave,0.1110,,f,f,t,f,t,f,f,f,t,f,f,f,f,f,f,f,2012-02-14 13:36:32+00,DORR 1,0,586
798,Dorr St,10R,Roxbury,08:00,12:00,Odd,Highland St,Lambert Ave,0.1110,,f,t,f,t,f,f,f,f,t,f,f,f,f,f,f,f,2012-02-14 13:36:32+00,DORR 1,0,586
799,East Cottage St,3,North Dorchester,08:00,12:00,Even,Dudley St,Columbia Rd,0.5689,,f,f,t,f,t,f,f,f,f,f,f,t,f,f,f,f,2012-02-14 13:36:32+00,E COT1,0,3004
800,Dorrance St,1C,Charlestown,08:00,12:00,Odd,Main St,Arlington Ave,0.1256,,f,t,f,t,f,f,f,f,f,f,t,f,f,f,f,f,2012-02-14 13:36:32+00,DORRA1,0,663
801,Dorrance St,1C,Charlestown,08:00,12:00,Even,Main St,Arlington Ave,0.1256,,f,f,t,f,t,f,f,f,f,f,t,f,f,f,f,f,2012-02-14 13:36:32+00,DORRA1,0,663
802,Douglas St,5,South Boston,09:00,13:00,Even,East Eighth St,Columbia Rd,0.0578,,f,f,t,f,t,f,f,f,f,f,t,f,f,f,f,f,2012-02-14 13:36:32+00,DOUGL1,0,305
803,Douglas St,5,South Boston,09:00,13:00,Odd,East Eighth St,Columbia Rd,0.0578,,f,t,f,t,f,f,f,f,f,f,t,f,f,f,f,f,2012-02-14 13:36:32+00,DOUGL1,0,305
804,Dracut St,7,South Dorchester,08:00,12:00,Odd,Dorchester Ave,Bruce St,0.2244,,f,t,f,t,f,f,f,t,f,f,f,f,f,f,f,f,2012-02-14 13:36:32+00,DRACU1,0,1185
805,Dracut St,7,South Dorchester,08:00,12:00,Even,Dorchester Ave,Bruce St,0.2244,,f,f,t,f,t,f,f,t,f,f,f,f,f,f,f,f,2012-02-14 13:36:32+00,DRACU1,0,1185
806,Draper St,3,North Dorchester,08:00,12:00,Even,Arcadia St,Bowdoin St,0.4284,,f,f,t,f,t,f,f,f,f,t,f,f,f,f,f,f,2013-06-13 19:22:27+00,DRAPE1,0,2262
807,Draper St,3,North Dorchester,08:00,12:00,Odd,Arcadia St,Bowdoin St,0.4284,,f,t,f,t,f,f,f,f,f,t,f,f,f,f,f,f,2013-06-13 19:20:00+00,DRAPE1,0,2262
808,Forsyth Way,99,DCR,12:00,16:00,Park,Huntington Ave,Fenway,0.1352,,f,t,f,t,f,f,f,f,f,t,f,f,f,f,f,f,2016-06-07 14:07:39+00,FORSY2,0,714
811,Dudley St,10R,Roxbury,08:00,12:00,Even,Centre St,Guild Row,0.2883,,f,f,t,f,t,f,f,f,t,f,f,f,f,f,f,f,2012-02-14 13:36:32+00,DUDLE1,0,1522
812,Dudley St,10R,Roxbury,08:00,12:00,Odd,Centre St,Guild Row,0.2883,,f,t,f,t,f,f,f,f,t,f,f,f,f,f,f,f,2012-02-14 13:36:32+00,DUDLE1,0,1522
813,Duke St,7,South Dorchester,08:00,12:00,Even,Ormond St,Wellington Hill St,0.1420,,f,f,t,f,t,f,f,f,t,f,f,f,f,f,f,f,2012-02-14 13:36:32+00,DUKE 1,0,750
814,Duke St,7,South Dorchester,08:00,12:00,Odd,Ormond St,Wellington Hill St,0.1420,,f,t,f,t,f,f,f,f,t,f,f,f,f,f,f,f,2012-02-14 13:36:32+00,DUKE 1,0,750
815,Dumas St,7,South Dorchester,08:00,12:00,Even,Mascot St,Willowwood St,0.0801,,f,f,t,f,t,f,f,f,f,t,f,f,f,f,f,f,2012-02-14 13:36:32+00,DUMAS1,0,423
816,Dumas St,7,South Dorchester,08:00,12:00,Odd,Mascot St,Willowwood St,0.0801,,f,t,f,t,f,f,f,f,f,t,f,f,f,f,f,f,2012-02-14 13:36:32+00,DUMAS1,0,423
817,Duncan St,3,North Dorchester,12:00,16:00,Even,Greenwich St,Leonard St,0.1250,,f,f,t,f,t,f,f,f,f,f,f,t,f,f,f,f,2012-02-14 13:36:32+00,DUNCA1,0,660
818,Duncan St,3,North Dorchester,12:00,16:00,Odd,Greenwich St,Leonard St,0.1250,,f,t,f,t,f,f,f,f,f,f,f,t,f,f,f,f,2012-02-14 13:36:32+00,DUNCA1,0,660
819,Duncklee St,4,Allston/Brighton,12:00,16:00,Even,Harriet St,Madeline St,0.0888,,f,f,t,f,t,f,f,f,t,f,f,f,f,f,f,f,2012-02-14 13:36:32+00,DUNCK1,0,469
820,Duncklee St,4,Allston/Brighton,12:00,16:00,Odd,Harriet St,Madeline St,0.0888,,f,t,f,t,f,f,f,f,t,f,f,f,f,f,f,f,2012-02-14 13:36:32+00,DUNCK1,0,469
821,East Fourth St,5,South Boston,09:00,13:00,Odd,G St,K St,0.3502,,f,t,f,t,f,f,f,f,f,f,t,f,f,f,f,f,2018-04-23 16:45:54+00,E FOU1,750,2599
822,Fenwood Rd,10M,Mission Hill,08:00,12:00,Even,Huntington Ave,Brookline Ave,0.2797,,f,f,t,f,t,f,f,f,f,t,f,f,f,f,f,f,2016-04-11 19:34:48+00,FENWO1,0,1477
823,Dunkeld St,3,North Dorchester,12:00,16:00,Odd,Quincy St,Fayston St,0.0547,,f,t,f,t,f,f,f,f,f,f,f,t,f,f,f,f,2012-02-29 15:06:53+00,DUNKE1,0,289
824,Dunkeld St,3,North Dorchester,12:00,16:00,Even,Quincy St,Fayston St,0.0547,,f,f,t,f,t,f,f,f,f,f,f,t,f,f,f,f,2012-02-29 15:06:53+00,DUNKE1,0,289
825,East Eagle St,9,East Boston,12:00,16:00,Odd,Putnam St,Glendon St,0.1610,,f,f,t,f,t,f,f,f,t,f,f,f,f,f,f,f,2012-02-14 13:36:32+00,E EAG1,0,850
826,Dunlap St,7,South Dorchester,12:00,16:00,Even,Washington St,Whitfield St,0.1600,,f,f,t,f,t,f,f,f,f,t,f,f,f,f,f,f,2012-02-14 13:36:32+00,DUNLA1,0,845
827,Dunlap St,7,South Dorchester,12:00,16:00,Odd,Washington St,Whitfield St,0.1600,,f,t,f,t,f,f,f,f,f,t,f,f,f,f,f,f,2012-02-14 13:36:32+00,DUNLA1,0,845
828,Dunreath St,10R,Roxbury,08:00,12:00,Even,Warren St,Aspen St,0.1288,,f,t,f,t,f,f,f,f,t,f,f,f,f,f,f,f,2016-04-19 15:47:43+00,DUNRE1,0,680
829,Dunreath St,10R,Roxbury,08:00,12:00,Odd,Warren St,Aspen St,0.1288,,f,f,t,f,t,f,f,f,t,f,f,f,f,f,f,f,2016-04-19 15:47:35+00,DUNRE1,0,680
830,Dunstable St,1C,Charlestown,12:00,16:00,Odd,Main St,Main St,0.2366,,f,t,f,t,f,f,f,f,f,f,t,f,f,f,f,f,2012-02-14 13:36:32+00,DUNST1,0,1249
831,Dunstable St,1C,Charlestown,12:00,16:00,Even,Main St,Main St,0.2366,,f,f,t,f,t,f,f,f,f,f,t,f,f,f,f,f,2012-02-14 13:36:32+00,DUNST1,0,1249
834,Durham St,1B,Back Bay,08:00,12:00,Even,St Botolph St,Dead End,0.0502,,f,f,t,f,t,f,f,f,f,f,f,t,f,f,f,f,2012-02-14 13:36:32+00,DURHA1,0,265
835,Foster St,4,Allston/Brighton,12:00,16:00,Even,Surrey St,Washington St,0.1284,,f,f,t,f,t,f,f,f,t,f,f,f,f,f,f,f,2012-02-14 13:36:32+00,FOSTE1,0,678
837,East Lenox St,1S,South End,08:00,12:00,Odd,Washington St,Fellows St,0.2080,,f,t,f,t,f,t,f,f,f,f,t,f,f,f,t,t,2020-03-24 13:04:28+00,E LEN1,0,720
839,East Lenox St,1S,South End,08:00,12:00,Even,Washington St,Fellows St,0.2080,,f,f,t,f,t,f,f,f,f,f,t,f,f,f,t,t,2020-03-24 13:04:03+00,E LEN1,0,1098
841,East Newton St,1S,South End,12:00,16:00,Even,Washington St,Albany St,0.2714,,f,f,t,f,t,f,f,f,f,f,t,f,f,f,f,t,2023-03-10 13:36:08+00,E NEW1,0,1430
842,Fenwood Rd,10M,Mission Hill,08:00,12:00,Odd,Huntington Ave,Brookline Ave,0.2797,,f,t,f,t,f,f,f,f,f,t,f,f,f,f,f,f,2016-04-11 19:34:43+00,FENWO1,0,1477
843,East Newton St,1S,South End,12:00,16:00,Odd,Washington St,Albany At,0.2714,,f,t,f,t,f,t,f,f,f,f,t,f,f,f,f,t,2023-03-10 13:36:04+00,E NEW1,0,1430
844,East Ninth St,5,South Boston,13:00,17:00,Even,Dorchester St,Mercer St,0.1456,,f,f,t,f,t,f,f,f,f,f,t,f,f,f,f,f,2012-02-14 13:36:32+00,E NIN1,0,769
845,Flint St,7,South Dorchester,12:00,16:00,Even,Norfolk St,Dead End,0.0797,,f,f,t,f,t,f,f,f,f,f,t,f,f,f,f,f,2012-02-14 13:36:32+00,FLINT1,0,421
846,Feneno Ter,4,Allston/Brighton,12:00,16:00,Odd,Brainerd Rd,Brookline Town Line,0.0229,,f,t,f,t,f,f,f,f,f,f,t,f,f,f,f,f,2012-02-14 13:36:32+00,FENEN1,0,121
847,East Ninth St,5,South Boston,13:00,17:00,Odd,Dorchester St,Mercer St,0.1456,,f,t,f,t,f,f,f,f,f,f,t,f,f,f,f,f,2012-02-14 13:36:32+00,E NIN1,0,769
848,East Second St,5,South Boston,09:00,13:00,Even,Dorchester St,L St,0.4063,,f,f,t,f,t,f,f,f,f,f,f,t,f,f,f,f,2012-02-14 13:36:32+00,E SEC1,0,2145
849,East Second St,5,South Boston,09:00,13:00,Odd,Dorchester St,L St,0.4063,,f,t,f,t,f,f,f,f,f,f,f,t,f,f,f,f,2012-02-14 13:36:32+00,E SEC1,0,2145
850,Fuller St,4,Allston/Brighton,12:00,16:00,Even,Commonwealth Ave,Brookline Town Line,0.0394,,f,f,t,f,t,f,f,f,f,f,t,f,f,f,f,f,2012-02-14 13:36:32+00,FULLE2,0,208
851,Fottler Rd,7,South Dorchester,08:00,12:00,Odd,Walk Hill St,Hiawatha Rd,0.0972,,f,t,f,t,f,f,f,f,t,f,f,f,f,f,f,f,2012-02-14 13:36:32+00,FOTTL1,307,820
852,East Second St,5,South Boston,13:00,17:00,Odd,N St,Farragut Rd,0.3174,,f,t,f,t,f,f,f,f,f,f,f,t,f,f,f,f,2012-02-14 13:36:32+00,E SEC2,0,1676
853,East Concord St,1S,South End,12:00,16:00,Even,Washington St,Albany St,0.2714,,f,f,t,f,t,f,f,f,f,f,t,f,f,f,f,t,2023-03-10 13:28:48+00,E CON1,0,1433
854,East Second St,5,South Boston,13:00,17:00,Even,N St,Farragut Rd,0.3174,,f,f,t,f,t,f,f,f,f,f,f,t,f,f,f,f,2012-02-14 13:36:32+00,E SEC2,0,1676
855,Duxbury Rd,7,South Dorchester,12:00,16:00,Even,River St,Dead End,0.0875,,f,f,t,f,t,f,f,f,f,f,t,f,f,f,f,f,2012-02-14 13:36:32+00,DUXBU1,0,462
856,Faunce Rd,7,South Dorchester,12:00,16:00,Odd,Fremont St,Dania St,0.1777,,f,t,f,t,f,f,f,f,f,f,t,f,f,f,f,f,2012-02-14 13:36:32+00,FAUNC1,0,938
857,East Seventh St,5,South Boston,09:00,13:00,Odd,K St,Columbia Rd,0.4979,,f,t,f,t,f,f,f,f,f,t,f,f,f,f,f,f,2014-04-02 16:30:54+00,E SEV1,1842,4471
858,East Seventh St,5,South Boston,09:00,13:00,Even,G St,K St,0.3489,,f,f,t,f,t,f,f,f,f,f,t,f,f,f,f,f,2012-02-14 13:36:32+00,E SEV1,0,1842
859,East Eighth St,5,South Boston,13:00,17:00,Even,Dorchester St,G St,0.3951,,f,f,t,f,t,f,f,f,f,f,t,f,f,f,f,f,2018-04-23 16:51:25+00,E EIG1,0,2086
860,East Seventh St,5,South Boston,09:00,13:00,Even,K St,Columbia Rd,0.4979,,f,f,t,f,t,f,f,f,f,t,f,f,f,f,f,f,2014-04-02 16:31:05+00,E SEV1,1842,4471
861,East Seventh St,5,South Boston,09:00,13:00,Odd,G St,K St,0.3489,,f,t,f,t,f,f,f,f,f,f,t,f,f,f,f,f,2012-02-14 13:36:32+00,E SEV1,0,1842
862,East Sixth St,5,South Boston,09:00,13:00,Odd,L St,Farragut Rd,0.5280,,f,t,f,t,f,f,f,f,f,t,f,f,f,f,f,f,2018-04-02 12:58:55+00,E SIX1,2400,5188
863,Florence St,2,Jamaica Plain,08:00,12:00,Odd,Poplar St,Firth Rd,0.3373,,f,t,f,t,f,f,f,f,f,f,t,f,f,f,f,f,2012-02-14 13:36:32+00,FLORE1,0,1781
864,East Sixth St,5,South Boston,09:00,13:00,Even,G St,K St,0.3498,,f,f,t,f,t,f,f,f,f,f,t,f,f,f,f,f,2012-02-14 13:36:32+00,E SIX1,0,1847
865,East Concord St,1S,South End,12:00,16:00,Odd,Washington St,Albany St,0.2714,,f,t,f,t,f,t,f,f,f,f,t,f,f,f,f,t,2023-03-10 13:28:09+00,E CON1,0,1433
866,Florida St,7,South Dorchester,08:00,12:00,Even,King St,Ashmont St,0.3638,,f,f,t,f,t,f,f,t,f,f,f,f,f,f,f,f,2012-02-14 13:36:32+00,FLORI4,0,1921
867,East Sixth St,5,South Boston,09:00,13:00,Even,L St,Farragut Rd,0.5280,,f,f,t,f,t,f,f,f,f,t,f,f,f,f,f,f,2015-04-15 19:07:47+00,E SIX1,2400,5188
868,Fernboro St,3,North Dorchester,12:00,16:00,Odd,Lawrence Ave,Intervale St,0.0998,,f,t,f,t,f,f,f,f,f,t,f,f,f,f,f,f,2013-06-13 19:54:32+00,FERNB1,0,527
869,East Sixth St,5,South Boston,09:00,13:00,Odd,G St,K St,0.3498,,f,t,f,t,f,f,f,f,f,f,t,f,f,f,f,f,2012-02-14 13:36:32+00,E SIX1,0,1847
870,East Springfield St,1S,South End,12:00,16:00,Odd,Washington St,Harrison Ave,0.1405,,f,t,f,t,f,t,f,f,f,f,t,f,f,f,f,t,2012-02-14 13:36:32+00,E SPR1,0,742
871,East Eagle St,9,East Boston,12:00,16:00,Even,Putnam St,Glendon St,0.1610,,f,t,f,t,f,f,f,f,t,f,f,f,f,f,f,f,2012-02-14 13:36:32+00,E EAG1,0,850
872,East Springfield St,1S,South End,12:00,16:00,Even,Washington St,Harrison Ave,0.1405,,f,f,t,f,t,f,f,f,f,f,t,f,f,f,f,t,2023-03-10 13:21:26+00,E SPR1,0,742
873,Fulton St,1N,North End,08:00,12:00,Odd,Cross St,Lewis St,0.1563,,f,t,f,t,f,f,f,f,t,f,f,f,f,f,f,t,2012-02-14 13:36:32+00,FULTO1,0,825
874,Fulton St,1N,North End,08:00,12:00,Even,Cross St,Lewis St,0.1563,,f,f,t,f,t,f,f,f,t,f,f,f,f,f,f,t,2012-02-14 13:36:32+00,FULTO1,0,825
875,Freeland St,7,South Dorchester,12:00,16:00,Even,Standard St,Dead End,0.1481,,f,f,t,f,t,f,f,f,f,f,t,f,f,f,f,f,2012-02-14 13:36:32+00,FREEL1,0,782
876,Freeland St,7,South Dorchester,12:00,16:00,Odd,Standard St,Dead End,0.1481,,f,t,f,t,f,f,f,f,f,f,t,f,f,f,f,f,2012-02-14 13:36:32+00,FREEL1,0,782
877,Fottler Rd,7,South Dorchester,08:00,12:00,Even,Walk Hill St,Hiawatha Rd,0.0972,,f,f,t,f,t,f,f,f,t,f,f,f,f,f,f,f,2012-02-14 13:36:32+00,FOTTL1,307,820
878,E St,5,South Boston,13:00,17:00,Odd,West Broadway,West First St,0.1735,,f,t,f,t,f,f,f,f,f,f,f,t,f,f,f,f,2017-03-24 17:35:44+00,E ST 1,2032,2948
879,E St,5,South Boston,13:00,17:00,Even,West Broadway,West First St,0.1735,,f,f,t,f,t,f,f,f,f,f,f,t,f,f,f,f,2017-03-24 17:35:55+00,E ST 1,2032,2948
880,East Third St,5,South Boston,09:00,13:00,Even,G St,M St,0.5589,,f,f,t,f,t,f,f,f,f,f,f,t,f,f,f,f,2012-02-14 13:36:32+00,E THI1,0,2951
881,Firth Rd,2,Jamaica Plain,08:00,12:00,Even,Washington St,Florence St,0.1606,,f,f,t,f,t,f,f,f,f,f,t,f,f,f,f,f,2012-02-14 13:36:32+00,FIRTH1,0,848
882,East Third St,5,South Boston,13:00,17:00,Even,L St,M St,0.1063,,f,f,t,f,t,f,f,f,f,f,f,t,f,f,f,f,2012-02-14 13:36:32+00,E THI1,2390,2951
883,East Third St,5,South Boston,09:00,13:00,Odd,G St,M St,0.5589,,f,t,f,t,f,f,f,f,f,f,f,t,f,f,f,f,2012-02-14 13:36:32+00,E THI1,0,2951
884,Follen St,1B,Back Bay,08:00,12:00,Odd,St Botolph St,Dead End,0.0528,,f,t,f,t,f,f,f,f,f,f,f,t,f,f,f,f,2012-02-14 13:36:32+00,FOLLE1,0,279
886,Ferndale St,7,South Dorchester,08:00,12:00,Even,Norfolk St,Southern Ave,0.1008,,f,f,t,f,t,f,f,f,f,f,f,t,f,f,f,f,2012-02-14 13:36:32+00,FERND1,0,532
887,Ferndale St,7,South Dorchester,08:00,12:00,Odd,Norfolk St,Southern Ave,0.1008,,f,t,f,t,f,f,f,f,f,f,f,t,f,f,f,f,2012-02-14 13:36:32+00,FERND1,0,532
889,East Third St,5,South Boston,13:00,17:00,Odd,L St,M St,0.1063,,f,t,f,t,f,f,f,f,f,f,f,t,f,f,f,f,2012-02-14 13:36:32+00,E THI1,2390,2951
890,East Third St,5,South Boston,09:00,13:00,Odd,N St,Farragut Rd,0.3188,,f,t,f,t,f,f,f,f,f,f,f,t,f,f,f,f,2012-02-14 13:36:32+00,E THI2,0,1683
891,East Third St,5,South Boston,09:00,13:00,Even,N St,Farragut Rd,0.3188,,f,f,t,f,t,f,f,f,f,f,f,t,f,f,f,f,2012-02-14 13:36:32+00,E THI2,0,1683
892,Fleet St,1N,North End,12:00,16:00,Odd,Hanover St,Commercial St,0.1331,,f,t,f,t,f,f,f,f,f,f,f,t,f,f,f,t,2019-07-01 14:32:07+00,FLEET1,0,703
893,Fayston St,3,North Dorchester,12:00,16:00,Even,Blue Hill Ave,Mascoma St,0.2489,,f,f,t,f,t,f,f,f,f,t,f,f,f,f,f,f,2013-06-13 19:52:38+00,FAYST1,0,1314
894,Fifield St,3,North Dorchester,08:00,12:00,Even,Church St,Winter St,0.1059,,f,f,t,f,t,f,f,f,f,f,t,f,f,f,f,f,2012-02-14 13:36:32+00,FIFIE1,0,559
895,Fessenden St,7,South Dorchester,12:00,16:00,Even,Blue Hill Ave,Norfolk St,0.1441,,f,f,t,f,t,f,f,f,f,f,t,f,f,f,f,f,2012-02-14 13:36:32+00,FESSE1,0,761
896,East St,3,North Dorchester,08:00,12:00,Even,Dorchester Ave,Adams St,0.2218,,f,f,t,f,t,f,f,f,f,f,t,f,f,f,f,f,2012-02-14 13:36:32+00,EAST 20,0,1171
897,East St,3,North Dorchester,08:00,12:00,Odd,Dorchester Ave,Adams St,0.2218,,f,t,f,t,f,f,f,f,f,f,t,f,f,f,f,f,2012-02-14 13:36:32+00,EAST 20,0,1171
898,Foster St,4,Allston/Brighton,08:00,12:00,Even,Washington St,Commonwealth Ave,0.6568,,f,f,t,f,t,f,f,f,f,f,f,t,f,f,f,f,2012-02-14 13:36:32+00,FOSTE1,678,4146
899,East St,1T,Chinatown,00:01,07:00,,South St,Atlantic Ave,0.0606,,f,t,t,t,t,t,t,t,t,t,t,t,t,t,t,f,2012-02-29 15:06:53+00,EAST 21,0,320
900,Fessenden St,7,South Dorchester,12:00,16:00,Odd,Blue Hill Ave,Norfolk St,0.1441,,f,t,f,t,f,f,f,f,f,f,t,f,f,f,f,f,2012-02-14 13:36:32+00,FESSE1,0,761
901,Eden St,1C,Charlestown,12:00,16:00,Even,Main St,Russell St,0.1112,,f,f,t,f,t,f,f,f,f,f,f,t,f,f,f,f,2012-02-14 13:36:32+00,EDEN 1,0,587
902,Eden St,1C,Charlestown,12:00,16:00,Odd,Main St,Russell St,0.1112,,f,t,f,t,f,f,f,f,f,f,f,t,f,f,f,f,2012-02-14 13:36:32+00,EDEN 1,0,587
903,Edge Hill St,2,Jamaica Plain,12:00,16:00,Even,Gay Head St,Round Hill St,0.1157,,f,f,t,f,t,f,f,f,t,f,f,f,f,f,f,f,2016-04-25 18:21:21+00,EDGE 1,0,611
904,Fenton St,3,North Dorchester,12:00,16:00,Odd,Duncan St,Clayton St,0.1297,,f,t,f,t,f,f,f,f,f,f,f,t,f,f,f,f,2012-02-14 13:36:32+00,FENTO1,0,685
905,Edge Hill St,2,Jamaica Plain,12:00,16:00,Odd,Gay Head St,Round Hill St,0.1157,,f,t,f,t,f,f,f,f,t,f,f,f,f,f,f,f,2016-04-25 18:21:14+00,EDGE 1,0,611
906,East Fourth St,5,South Boston,13:00,17:00,Even,Dorchester St,G St,0.1420,,f,f,t,f,t,f,f,f,f,f,t,f,f,f,f,f,2012-02-14 13:36:32+00,E FOU1,0,750
907,Edgerly Rd,10F,Fenway/Kenmore,12:00,16:00,Odd,Haviland St,Westland Ave,0.2157,,f,t,f,t,f,f,f,f,f,t,f,f,f,f,f,f,2012-02-14 13:36:32+00,EDGER2,0,1139
908,Fiske Ter,4,Allston/Brighton,12:00,16:00,Even,Brainerd Rd,Brookline Town Line,0.0218,,f,f,t,f,t,f,f,f,f,f,t,f,f,f,f,f,2012-02-14 13:36:32+00,FISKE1,0,115
909,Edgerly Rd,10F,Fenway/Kenmore,12:00,16:00,Even,Haviland St,Westland Ave,0.2157,,f,f,t,f,t,f,f,f,f,t,f,f,f,f,f,f,2012-02-14 13:36:32+00,EDGER2,0,1139
910,Fernboro St,3,North Dorchester,12:00,16:00,Even,Lawrence Ave,Intervale St,0.0998,,f,f,t,f,t,f,f,f,f,t,f,f,f,f,f,f,2013-06-13 19:54:22+00,FERNB1,0,527
911,Edgewood St,10R,Roxbury,08:00,12:00,Even,Warren St,Blue Hill Ave,0.2180,,f,f,t,f,t,f,f,f,f,f,f,t,f,f,f,f,2012-02-14 13:36:32+00,EDGEW2,0,1151
912,Edgewood St,10R,Roxbury,08:00,12:00,Odd,Warren St,Blue Hill Ave,0.2180,,f,t,f,t,f,f,f,f,f,f,f,t,f,f,f,f,2012-02-14 13:36:32+00,EDGEW2,0,1151
913,Edison Green,3,North Dorchester,12:00,16:00,Even,Dorchester Ave,Pond St,0.1313,,f,f,t,f,t,f,f,f,f,f,f,t,f,f,f,f,2012-02-14 13:36:32+00,EDISO1,0,693
914,Edison Green,3,North Dorchester,12:00,16:00,Odd,Dorchester Ave,Pond St,0.1313,,f,t,f,t,f,f,f,f,f,f,f,t,f,f,f,f,2012-02-14 13:36:32+00,EDISO1,0,693
915,Edwin St,7,South Dorchester,08:00,12:00,Odd,Dorchester Ave,Florida St,0.2320,,f,t,f,t,f,f,f,t,f,f,f,f,f,f,f,f,2012-02-14 13:36:32+00,EDWIN1,0,1225
916,Fawndale Rd,2,Jamaica Plain,12:00,16:00,Even,Washington St,Granfield Ave,0.1941,,f,f,t,f,t,f,f,f,f,f,t,f,f,f,f,f,2012-02-14 13:36:32+00,FAWND1,0,1025
917,Edwin St,7,South Dorchester,08:00,12:00,Even,Dorchester Ave,Florida St,0.2320,,f,f,t,f,t,f,f,t,f,f,f,f,f,f,f,f,2012-02-14 13:36:32+00,EDWIN1,0,1225
918,Egleston St,2,Jamaica Plain,08:00,12:00,Even,School St,Boylston St,0.0951,,f,f,t,f,t,f,f,t,f,f,f,f,f,f,f,f,2012-02-14 13:36:32+00,EGLES1,0,502
919,Egleston St,2,Jamaica Plain,08:00,12:00,Odd,School St,Boylston St,0.0951,,f,t,f,t,f,f,f,t,f,f,f,f,f,f,f,f,2012-02-14 13:36:32+00,EGLES1,0,502
920,Egremont Rd,4,Allston/Brighton,08:00,12:00,Even,Cummings Rd,Washington St,0.2381,,f,f,t,f,t,f,f,f,f,t,f,f,f,f,f,f,2012-02-14 13:36:32+00,EGREM1,0,1257
921,Egremont Rd,4,Allston/Brighton,08:00,12:00,Odd,Cummings Rd,Washington St,0.2381,,f,t,f,t,f,f,f,f,f,t,f,f,f,f,f,f,2012-02-14 13:36:32+00,EGREM1,0,1257
922,G St,5,South Boston,13:00,17:00,Odd,East Third St,Columbia Rd,0.4044,,f,t,f,t,f,f,f,f,f,f,t,f,f,f,f,f,2012-02-14 13:36:32+00,G ST 1,39,2174
923,East Brookline St,1S,South End,12:00,16:00,Even,Washington St,Albany St,0.2686,,f,f,t,f,t,f,f,f,f,f,t,f,f,f,f,t,2023-03-10 13:39:09+00,E BRO2,0,1418
924,Freeport St,3,North Dorchester,12:00,16:00,Odd,Dorchester Ave,Clayton St,0.2631,,f,t,t,t,t,t,f,f,f,t,f,f,f,f,f,f,2012-02-14 13:36:32+00,FREEP1,0,1389
